library_name,game,manufacturer,year,v1_slug,v2_name_observed,v2_candidates,v3_practice_identity,opdb_id,v1_playfield_700_exists,v2_playfield_700_exists,v3_playfield_700_exists,v1_rulesheet_exists,v2_rulesheet_exists,v3_rulesheet_exists,v1_playfield_700_name,v2_playfield_700_name,v3_playfield_700_name,v1_rulesheet_name,v2_rulesheet_name,v3_rulesheet_name,asset_playfield_local_legacy,asset_playfield_local_practice,match_confidence
The Avenue Cafe,Stranger Things,Stern,2019,stern--stranger-things--2019,stranger-things,stranger-things,Gzy89,Gzy89-M0oPy,True,True,True,False,False,True,stern--stranger-things--2019-playfield_700.webp,stranger-things_700.webp,Gzy89-playfield_700.webp,stern--stranger-things--2019-rulesheet.md,stranger-things-rulesheet.md,Gzy89-rulesheet.md,,/pinball/images/playfields/Gzy89-playfield.jpg,high
The Avenue Cafe,Tales of the Arabian Nights,Williams,1996,williams--tales-of-the-arabian-nights--1996,tales-of-the-arabian-nights,tales-of-the-arabian-nights,G4llj,G4llj-MQYb2,True,True,True,False,False,True,williams--tales-of-the-arabian-nights--1996-playfield_700.webp,tales-of-the-arabian-nights_700.webp,G4llj-playfield_700.webp,williams--tales-of-the-arabian-nights--1996-rulesheet.md,tales-of-the-arabian-nights-rulesheet.md,G4llj-rulesheet.md,,/pinball/images/playfields/G4llj-playfield.jpg,high
The Avenue Cafe,Teenage Mutant Ninja Turtles,Stern,2020,stern--teenage-mutant-ninja-turtles--2020,teenage-mutant-ninja-turtles,teenage-mutant-ninja-turtles,Gd2Xb,Gd2Xb-MRjpZ,True,True,True,False,False,True,stern--teenage-mutant-ninja-turtles--2020-playfield_700.webp,teenage-mutant-ninja-turtles_700.webp,Gd2Xb-playfield_700.webp,stern--teenage-mutant-ninja-turtles--2020-rulesheet.md,teenage-mutant-ninja-turtles-rulesheet.md,Gd2Xb-rulesheet.md,,/pinball/images/playfields/Gd2Xb-playfield.jpg,high
The Avenue Cafe,The Addams Family,Bally,1992,bally--addams-family-the--1992,the-addams-family,the-addams-family,G4ODR,G4ODR-MDXEy,True,True,True,False,False,True,bally--addams-family-the--1992-playfield_700.webp,the-addams-family_700.webp,G4ODR-playfield_700.webp,bally--addams-family-the--1992-rulesheet.md,the-addams-family-rulesheet.md,G4ODR-rulesheet.md,,/pinball/images/playfields/G4ODR-playfield.jpg,high
The Avenue Cafe,The Getaway: High Speed II,Williams,1992,williams--the-getaway-high-speed-ii--1992,the-getaway-high-speed-ii,the-getaway-high-speed-ii,Grx8Y,Grx8Y-MKNe9,True,True,True,False,False,True,williams--the-getaway-high-speed-ii--1992-playfield_700.webp,the-getaway-high-speed-ii_700.webp,Grx8Y-playfield_700.webp,williams--the-getaway-high-speed-ii--1992-rulesheet.md,the-getaway-high-speed-ii-rulesheet.md,Grx8Y-rulesheet.md,,/pinball/images/playfields/Grx8Y-playfield.jpg,high
The Avenue Cafe,The Mandalorian,Stern,2021,stern--the-mandalorian--2021,the-mandalorian,the-mandalorian,GBLLP,GBLLP-MW900,True,True,True,False,False,True,stern--the-mandalorian--2021-playfield_700.webp,the-mandalorian_700.webp,GBLLP-playfield_700.webp,stern--the-mandalorian--2021-rulesheet.md,the-mandalorian-rulesheet.md,GBLLP-rulesheet.md,,/pinball/images/playfields/GBLLP-playfield.jpg,high
The Avenue Cafe,The Munsters,Stern,2019,stern--munsters--2019,the-munsters,the-munsters,GbPde,GbPde-M5Rkv,True,True,True,False,False,True,stern--munsters--2019-playfield_700.webp,the-munsters_700.webp,GbPde-playfield_700.webp,stern--munsters--2019-rulesheet.md,the-munsters-rulesheet.md,GbPde-rulesheet.md,,/pinball/images/playfields/GbPde-playfield.jpg,high
The Avenue Cafe,The Simpsons Pinball Party,Stern,2003,stern--simpsons-pinball-party--2003,the-simpsons-pinball-party,the-simpsons-pinball-party,GRvBL,GRvBL-MP3Ev,True,True,True,False,False,True,stern--simpsons-pinball-party--2003-playfield_700.webp,the-simpsons-pinball-party_700.webp,GRvBL-playfield_700.webp,stern--simpsons-pinball-party--2003-rulesheet.md,the-simpsons-pinball-party-rulesheet.md,GRvBL-rulesheet.md,,/pinball/images/playfields/GRvBL-playfield.jpg,high
The Avenue Cafe,The Uncanny X-Men,Stern,2024,stern--uncanny-x-men--2024,the-uncanny-x-men,the-uncanny-x-men,G7ZEz,G7ZEz-MyN3K,True,True,True,False,False,True,stern--uncanny-x-men--2024-playfield_700.webp,the-uncanny-x-men_700.webp,G7ZEz-playfield_700.webp,stern--uncanny-x-men--2024-rulesheet.md,the-uncanny-x-men-rulesheet.md,G7ZEz-rulesheet.md,,/pinball/images/playfields/G7ZEz-playfield.jpg,high
The Avenue Cafe,Tron: Legacy,Stern,2011,stern--tron-legacy--2011,tron-legacy,tron-legacy,GrkL5,GrkL5-MJoNN,True,True,True,False,False,True,stern--tron-legacy--2011-playfield_700.webp,tron-legacy_700.webp,GrkL5-playfield_700.webp,stern--tron-legacy--2011-rulesheet.md,tron-legacy-rulesheet.md,GrkL5-rulesheet.md,,/pinball/images/playfields/GrkL5-playfield.jpg,high
The Avenue Cafe,Venom,Stern,2023,stern--venom--2023,venom,venom,G3EBl,G3EBl-MRj6e,True,True,True,False,False,True,stern--venom--2023-playfield_700.webp,venom_700.webp,G3EBl-playfield_700.webp,stern--venom--2023-rulesheet.md,venom-rulesheet.md,G3EBl-rulesheet.md,,/pinball/images/playfields/G3EBl-playfield.jpg,high
